"Date","Région","Plage de puissance injection","Filière de production","Nombre points injection"
"2025-06-29","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-06-29","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-06-29","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14200
"2025-06-29","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",626
"2025-06-29","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",196366
"2025-09-29","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95233
"2025-09-29","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85804
"2025-09-29","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-09-29","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-09-29","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",626
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",196366
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4538
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",93856
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",646
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95205
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14743
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",476
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",93846
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",75
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",85748
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14648
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4935
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14103
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",202317
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",829
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",648
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",13
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14200
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-06-28","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",12
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",177
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95216
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-06-28","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5080
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",628
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",816
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",202733
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",177
"2025-10-03","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",201761
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95312
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95301
"2025-10-03","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",86021
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-10-03","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",85996
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14784
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14689
"2025-10-03","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5109
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4963
"2025-10-03","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",628
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",296
"2025-10-03","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",829
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",487
"2025-10-03","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-10-03","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-09-28","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",132
"2025-09-28","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",296
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",487
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",293
"2025-06-28","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",82140
"2025-06-28","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",195398
"2025-06-28","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-09-28","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",201346
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85773
"2025-09-28","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-09-28","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-09-28","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-06-28","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",82117
"2025-09-28","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-09-28","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",4684
"2025-06-28","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-06-28","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-06-27","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-06-27","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14148
"2025-09-27","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-09-27","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95218
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-09-27","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-27","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-06-27","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",175
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-06-27","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",196431
"2025-06-27","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",82117
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",626
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",131
"2025-06-27","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",17
"2025-06-27","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-09-27","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",202320
"2025-09-27","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",646
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",85773
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",85748
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14648
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5081
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4936
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-09-27","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-09-27","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-06-27","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-06-27","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14245
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",14
"2025-09-27","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",487
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",1
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",816
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95207
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-06-27","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",195463
"2025-09-27","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-06-27","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-09-27","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4538
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",93866
"2025-06-27","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",82140
"2025-06-27","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14743
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-09-27","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",132
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",93876
"2025-06-27","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-09-27","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-09-27","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-06-27","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-06-27","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",50
"2025-06-27","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",11
"2025-09-27","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",201349
"2025-09-27","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-09-27","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",628
"2025-09-27","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",829
"2025-09-27","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F0 : Total toutes filières",202740
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F1 : Thermique non renouvelable",49
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F2 : Bioénergies",49
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F3 : Hydraulique",647
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F4 : Eolien",177
"2025-10-04","OCCITANIE","P0 : Total toutes puissances","F5 : Solaire",201768
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F0 : Total toutes filières",95310
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F1 : Thermique non renouvelable",0
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F2 : Bioénergies",0
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F3 : Hydraulique",1
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F4 : Eolien",8
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F5 : Solaire",95299
"2025-10-04","OCCITANIE","P1 : ]0 - 3] kW","F6 : Autres",2
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F0 : Total toutes filières",86030
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F2 : Bioénergies",0
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F3 : Hydraulique",2
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F4 : Eolien",10
"2025-10-04","OCCITANIE","P2 : ]3 - 9] kW","F5 : Solaire",86005
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",476
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F0 : Total toutes filières",14784
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F2 : Bioénergies",11
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F4 : Eolien",6
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F5 : Solaire",14689
"2025-10-04","OCCITANIE","P3 : ]9 - 100] kW","F6 : Autres",3
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F0 : Total toutes filières",5109
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F1 : Thermique non renouvelable",2
"2025-06-27","OCCITANIE","P2 : ]3 - 9] kW","F1 : Thermique non renouvelable",0
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F2 : Bioénergies",10
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F3 : Hydraulique",133
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F4 : Eolien",0
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F5 : Solaire",4963
"2025-06-27","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",293
"2025-10-04","OCCITANIE","P4 : ]100 - 250] kW","F6 : Autres",1
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F0 : Total toutes filières",628
"2025-06-27","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F2 : Bioénergies",13
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F3 : Hydraulique",310
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F4 : Eolien",2
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F5 : Solaire",296
"2025-10-04","OCCITANIE","P5 : ]250 - 1000] kW","F6 : Autres",3
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F0 : Total toutes filières",829
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F1 : Thermique non renouvelable",42
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F2 : Bioénergies",14
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F3 : Hydraulique",127
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F4 : Eolien",132
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F5 : Solaire",487
"2025-10-04","OCCITANIE","P6 : ]1000 - 12000] kW","F6 : Autres",27
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",30
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F1 : Thermique non renouvelable",0
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F2 : Bioénergies",1
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F3 : Hydraulique",0
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F4 : Eolien",19
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F5 : Solaire",9
"2025-10-04","OCCITANIE","P7 : > 12000 kW","F6 : Autres",1
"2025-06-27","OCCITANIE","P7 : > 12000 kW","F0 : Total toutes filières",28
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F1 : Thermique non renouvelable",1
"2025-09-27","OCCITANIE","P3 : ]9 - 100] kW","F3 : Hydraulique",74
"2025-09-27","OCCITANIE","P5 : ]250 - 1000] kW","F1 : Thermique non renouvelable",4
